ID,Player,From,To,Ht(cm),Wt(kg),Birth Date,Colleges
lewisra02,Rashard Lewis,1999,2014,208.28,215,"August 8, 1979",None
wallara01,Rasheed Wallace,1996,2013,208.28,225,"September 17, 1974",University of North Carolina
nestera01,Rasho Nesterovic,1999,2010,213.36,248,"May 30, 1976",None
cvetkra01,Rastko Cvetkovic,1996,1996,215.9,260,"June 22, 1970",None
butlera01,Rasual Butler,2003,2016,200.66,215,"May 23, 1979",La Salle University
vardara01,Ratko Varda,2002,2002,215.9,260,"May 6, 1979",None
lopezra01,Raul Lopez,2004,2005,185.42000000000002,170,"April 15, 1980",None
netora01,Raul Neto,2016,2019,185.42000000000002,179,"May 19, 1992",None
alkinra01,Rawle Alkins,2019,2019,195.58,225,"October 29, 1997",University of Arizona
marshra01,Rawle Marshall,2006,2007,205.74,190,"February 20, 1982","Ball State University, Oakland University"
allenra02,Ray Allen,1997,2014,195.58,205,"July 20, 1975",University of Connecticut
blumera01,Ray Blume,1982,1982,193.04,185,"September 23, 1958",Oregon State University
mccalra01,Ray McCallum,2014,2016,190.5,190,"June 12, 1991",University of Detroit Mercy
owesra01,Ray Owes,1997,1997,205.74,224,"December 11, 1972",University of Arizona
spaldra01,Ray Spalding,2019,2019,208.28,215,"March 11, 1997",University of Louisville
tolbera01,Ray Tolbert,1982,1989,205.74,225,"September 10, 1958",Indiana University
brownra01,Raymond Brown,1990,1990,203.2,220,"July 5, 1965","Mississippi State University, University of Idaho"
feltora01,Raymond Felton,2006,2019,185.42000000000002,205,"June 26, 1984",University of North Carolina
gainere01,Reece Gaines,2004,2006,198.12,205,"January 7, 1981",University of Louisville
bullore01,Reggie Bullock,2014,2019,200.66,205,"March 16, 1991",University of North Carolina
cartere01,Reggie Carter,1981,1982,190.5,175,"October 10, 1957","University of Hawaii, St. John's University"
evansre01,Reggie Evans,2003,2015,203.2,245,"May 18, 1980",University of Iowa
gearyre01,Reggie Geary,1997,1998,187.96,187,"August 31, 1973",University of Arizona
hansore01,Reggie Hanson,1998,1998,203.2,195,"October 6, 1968",University of Kentucky
hearnre01,Reggie Hearn,2018,2018,195.58,210,"August 14, 1991",Northwestern University
jacksre01,Reggie Jackson,2012,2019,190.5,208,"April 16, 1990",Boston College
johnsre01,Reggie Johnson,1981,1984,205.74,205,"June 25, 1957",University of Tennessee
jordare01,Reggie Jordan,1994,2000,193.04,195,"January 26, 1968",New Mexico State University
lewisre01,Reggie Lewis,1988,1993,200.66,195,"November 21, 1965",Northeastern University
millere01,Reggie Miller,1988,2005,200.66,185,"August 24, 1965","University of California, Los Angeles"
slatere01,Reggie Slater,1995,2003,200.66,215,"August 27, 1970",University of Wyoming
smithre01,Reggie Smith,1993,1994,208.28,240,"August 21, 1970",Texas Christian University
willire01,Reggie Williams,1988,1997,200.66,190,"March 5, 1964",Georgetown University
willire02,Reggie Williams,2010,2017,198.12,205,"September 14, 1986",Virginia Military Institute
balkmre01,Renaldo Balkman,2007,2012,203.2,208,"July 14, 1984",University of South Carolina
majorre01,Renaldo Major,2007,2007,200.66,200,"May 7, 1982","South Plains College, California State University, Fresno"
chapmre01,Rex Chapman,1989,2000,193.04,185,"October 5, 1967",University of Kentucky
waltere01,Rex Walters,1994,2000,193.04,190,"March 12, 1970","Northwestern University, University of Kansas"
kingri01,Rich King,1992,1995,218.44,260,"April 4, 1969",University of Nebraska
manniri01,Rich Manning,1996,1997,210.82,253,"June 23, 1970","Syracuse University, University of Washington"
yonakri01,Rich Yonakor,1982,1982,205.74,220,"October 3, 1958",University of North Carolina
anderri01,Richard Anderson,1983,1990,208.28,240,"November 19, 1960","University of California, Santa Barbara"
cofferi01,Richard Coffey,1991,1991,198.12,212,"September 2, 1965",University of Minnesota
dumasri02,Richard Dumas,1993,1996,200.66,200,"May 19, 1969",Oklahoma State University
hamilri01,Richard Hamilton,2000,2013,198.12,185,"February 14, 1978",University of Connecticut
jefferi01,Richard Jefferson,2002,2018,200.66,233,"June 21, 1980",University of Arizona
mortori01,Richard Morton,1989,1989,190.5,190,"February 2, 1966","California State University, Fullerton"
petruri01,Richard Petruska,1994,1994,208.28,260,"January 25, 1969","Loyola Marymount University, University of California, Los Angeles"
rellfri01,Richard Rellford,1988,1988,198.12,230,"February 16, 1964",University of Michigan
holmeri01,Richaun Holmes,2016,2019,208.28,235,"October 15, 1993",Bowling Green State University
frahmri01,Richie Frahm,2004,2008,195.58,210,"August 14, 1977",Gonzaga University
brunsri01,Rick Brunson,1998,2006,193.04,190,"June 14, 1972",Temple University
callori01,Rick Calloway,1991,1991,198.12,180,"December 12, 1966","Indiana University, University of Kansas"
carliri01,Rick Carlisle,1985,1990,195.58,210,"October 27, 1959","University of Maine, University of Virginia"
foxri01,Rick Fox,1992,2004,200.66,230,"July 24, 1969",University of North Carolina
hugheri02,Rick Hughes,2000,2000,205.74,235,"August 22, 1973",Thomas More College
mahorri01,Rick Mahorn,1981,1999,208.28,240,"September 21, 1958",Hampton University
brownri01,Rickey Brown,1981,1985,208.28,215,"August 20, 1958",Mississippi State University
williri01,Rickey Williams,1983,1983,185.42000000000002,175,"March 12, 1957","University of New Mexico, California State University, Long Beach"
winslri01,Rickie Winslow,1988,1988,203.2,225,"July 26, 1964",University of Houston
berryri01,Ricky Berry,1989,1989,203.2,205,"October 6, 1964","Oregon State University, San Jose State University"
blantri01,Ricky Blanton,1993,1993,200.66,215,"April 21, 1966",Louisiana State University
davisri01,Ricky Davis,1999,2010,198.12,195,"September 23, 1979",University of Iowa
graceri01,Ricky Grace,1994,1994,185.42000000000002,180,"August 20, 1967","Midland College, University of Oklahoma"
ledori01,Ricky Ledo,2014,2015,200.66,195,"September 10, 1992",None
piercri01,Ricky Pierce,1983,1998,193.04,205,"August 19, 1959",Rice University
rubiori01,Ricky Rubio,2012,2019,193.04,190,"October 21, 1990",None
wilsori02,Ricky Wilson,1988,1988,190.5,195,"July 16, 1964",George Mason University
smitsri01,Rik Smits,1989,2000,223.52,250,"August 23, 1966",Marist College
kurzro01,Rob Kurz,2009,2009,205.74,232,"March 5, 1985",University of Notre Dame
lockro01,Rob Lock,1989,1989,205.74,225,"May 22, 1966",University of Kentucky
rosero01,Rob Rose,1989,1989,195.58,180,"December 27, 1964",George Mason University
williro02,Rob Williams,1983,1984,187.96,175,"May 5, 1961",University of Houston
hummero01,Robbie Hummel,2014,2015,203.2,215,"March 8, 1989",Purdue University
archiro01,Robert Archibald,2003,2004,210.82,250,"March 29, 1980",University of Illinois at Urbana-Champaign
churcro01,Robert Churchwell,1996,1996,198.12,195,"February 20, 1972",Georgetown University
covinro01,Robert Covington,2014,2019,205.74,225,"December 14, 1990",Tennessee State University
hitero01,Robert Hite,2007,2007,187.96,184,"January 12, 1984",University of Miami
horryro01,Robert Horry,1993,2008,205.74,220,"August 25, 1970",University of Alabama
packro01,Robert Pack,1992,2004,187.96,180,"February 3, 1969",University of Southern California
sacrero01,Robert Sacre,2013,2016,213.36,270,"June 6, 1989",Gonzaga University
swiftro01,Robert Swift,2005,2009,213.36,245,"December 3, 1985",None
traylro01,Robert Traylor,1999,2005,203.2,284,"February 1, 1977",University of Michigan
werdaro01,Robert Werdann,1993,1997,210.82,250,"September 12, 1970",St. John's University
whalero01,Robert Whaley,2006,2006,208.28,260,"April 16, 1982","Barton County Community College, University of Cincinnati, Walsh University"
williro04,Robert Williams,2019,2019,208.28,240,"October 17, 1997",Texas A&M University
lopezro01,Robin Lopez,2009,2019,213.36,275,"April 1, 1988",Stanford University
leero02,Rock Lee,1982,1982,208.28,220,"May 1, 1955","University of California, San Diego State University"
fostero01,Rod Foster,1984,1986,185.42000000000002,160,"October 10, 1960","University of California, Los Angeles"
higgiro01,Rod Higgins,1983,1995,200.66,200,"January 31, 1960","California State University, Fresno"
stricro02,Rod Strickland,1989,2005,190.5,175,"July 11, 1966",DePaul University
kurucro01,Rodions Kurucs,2019,2019,205.74,210,"February 5, 1998",None
buforro01,Rodney Buford,2000,2005,195.58,189,"November 2, 1977",Creighton University
carnero01,Rodney Carney,2007,2011,200.66,205,"April 15, 1984",University of Memphis
hoodro01,Rodney Hood,2015,2019,203.2,206,"October 20, 1992","Mississippi State University, Duke University"
mccraro01,Rodney McCray,1984,1993,200.66,220,"August 29, 1961",University of Louisville
mcgruro01,Rodney McGruder,2017,2019,193.04,200,"July 29, 1991",Kansas State University
monroro01,Rodney Monroe,1992,1992,190.5,185,"April 16, 1968",North Carolina State University
purviro01,Rodney Purvis,2018,2018,193.04,205,"February 14, 1994",University of Connecticut
rogerro01,Rodney Rogers,1994,2005,200.66,235,"June 20, 1971",Wake Forest University
stuckro01,Rodney Stuckey,2008,2017,195.58,210,"April 21, 1986",Eastern Washington University
whitero02,Rodney White,2002,2005,205.74,238,"June 28, 1980",University of North Carolina at Charlotte
rhodero01,Rodrick Rhodes,1998,2000,198.12,225,"September 24, 1973","University of Kentucky, University of Southern California"
beaubro01,Rodrigue Beaubois,2010,2013,182.88,170,"February 24, 1988",None
burkmro01,Roger Burkman,1982,1982,195.58,175,"May 22, 1958",University of Louisville
masonro01,Roger Mason,2003,2014,195.58,200,"September 10, 1980",University of Virginia
powelro01,Roger Powell,2007,2007,198.12,235,"January 15, 1983",University of Illinois at Urbana-Champaign
ukicro01,Roko Ukic,2009,2010,195.58,183,"May 12, 1984",None
blackro01,Rolando Blackman,1982,1994,198.12,190,"February 26, 1959",Kansas State University
ferrero01,Rolando Ferreira,1989,1989,215.9,240,"May 24, 1964",University of Houston
anderro01,Ron Anderson,1985,1994,200.66,215,"October 15, 1958","California State University, Fresno"
bakerro01,Ron Baker,2017,2019,193.04,220,"March 30, 1993",Wichita State University
cavenro01,Ron Cavenall,1985,1989,215.9,230,"April 30, 1959",Texas Southern University
creviro01,Ron Crevier,1986,1986,213.36,235,"April 14, 1958",Boston College
grandro01,Ron Grandison,1989,1996,198.12,215,"July 9, 1964","University of California, Irvine, University of New Orleans"
harpero01,Ron Harper,1987,2001,198.12,185,"January 20, 1964",Miami University
mercero01,Ron Mercer,1998,2005,200.66,210,"May 18, 1976",University of Kentucky
moorero01,Ron Moore,1988,1988,213.36,260,"January 16, 1962","Salem International University, West Virginia State University"
rowanro01,Ron Rowan,1987,1987,195.58,200,"April 23, 1962","University of Notre Dame, St. John's University"
duprero01,Ronald Dupree,2004,2011,200.66,209,"January 26, 1981",Louisiana State University
murraro01,Ronald Murray,2003,2010,193.04,190,"July 29, 1979","Meridian Community College, Shaw University"
holliro01,Rondae Hollis-Jefferson,2016,2019,200.66,217,"January 3, 1995",University of Arizona
brewero02,Ronnie Brewer,2007,2014,200.66,220,"March 20, 1985",University of Arkansas
lestero01,Ronnie Lester,1981,1986,187.96,175,"January 1, 1959",University of Iowa
murphro01,Ronnie Murphy,1988,1988,195.58,225,"July 29, 1964",Jacksonville University
pricero01,Ronnie Price,2006,2017,187.96,190,"June 21, 1983","Nicholls State University, Utah Valley State College"
valenro01,Ronnie Valentine,1981,1981,200.66,210,"November 27, 1957",Old Dominion University
turiaro01,Ronny Turiaf,2006,2015,208.28,249,"January 13, 1983",Gonzaga University
seikaro01,Rony Seikaly,1989,1999,210.82,230,"May 10, 1965",Syracuse University
sparrro01,Rory Sparrow,1981,1992,187.96,175,"June 12, 1958",Villanova University
whitero01,Rory White,1983,1987,203.2,210,"August 16, 1959",University of South Alabama
mcleoro01,Roshown McLeod,1999,2001,203.2,221,"November 17, 1975","St. John's University, Duke University"
hibbero01,Roy Hibbert,2009,2017,218.44,270,"December 11, 1986",Georgetown University
hinsoro01,Roy Hinson,1984,1991,205.74,210,"May 2, 1961",Rutgers University
marblro01,Roy Marble,1990,1994,198.12,190,"December 13, 1966",University of Iowa
rogerro02,Roy Rogers,1997,2000,208.28,235,"August 19, 1973",University of Alabama
tarplro01,Roy Tarpley,1987,1995,210.82,230,"November 28, 1964",University of Michigan
iveyro01,Royal Ivey,2005,2014,190.5,200,"December 20, 1981",University of Texas at Austin
onealro01,Royce O'Neale,2018,2019,198.12,226,"June 5, 1993",Baylor University
whitero03,Royce White,2014,2014,203.2,270,"April 10, 1991",Iowa State University
boumtru01,Ruben Boumtje-Boumtje,2002,2004,213.36,257,"May 20, 1978",Georgetown University
garceru01,Ruben Garces,2001,2001,205.74,245,"October 17, 1973",Providence College
nembhru01,Ruben Nembhard,1997,1997,190.5,208,"February 20, 1972",Weber State University
patteru01,Ruben Patterson,1999,2008,195.58,224,"July 31, 1975",University of Cincinnati
wolkoru01,Ruben Wolkowyski,2001,2003,208.28,270,"September 30, 1973",None
fernaru01,Rudy Fernandez,2009,2012,198.12,185,"April 4, 1985",None
gayru01,Rudy Gay,2007,2019,203.2,230,"August 17, 1986",University of Connecticut
goberru01,Rudy Gobert,2014,2019,215.9,245,"June 26, 1992",None
macklru01,Rudy Macklin,1982,1984,200.66,205,"February 19, 1958",Louisiana State University
robinru01,Rumeal Robinson,1991,1997,187.96,195,"November 13, 1966",University of Michigan
schoeru01,Russ Schoene,1983,1989,208.28,210,"April 16, 1960",University of Tennessee at Chattanooga
smithru01,Russ Smith,2015,2016,182.88,165,"April 19, 1991",University of Louisville
crossru01,Russell Cross,1984,1984,208.28,215,"September 5, 1961",Purdue University
westbru01,Russell Westbrook,2009,2019,190.5,200,"November 12, 1988","University of California, Los Angeles"
larueru01,Rusty LaRue,1998,2004,187.96,210,"December 10, 1973",Wake Forest University
anderry01,Ryan Anderson,2009,2019,208.28,240,"May 6, 1988",University of California
arcidry01,Ryan Arcidiacono,2018,2019,190.5,200,"March 26, 1994",Villanova University
bowenry01,Ryan Bowen,2000,2010,200.66,215,"November 20, 1975",University of Iowa
broekry01,Ryan Broekhoff,2019,2019,200.66,215,"August 23, 1990",Valparaiso University
gomesry01,Ryan Gomes,2006,2014,200.66,250,"September 1, 1982",Providence College
holliry01,Ryan Hollins,2007,2016,213.36,240,"October 10, 1984","University of California, Los Angeles"
humphry01,Ryan Humphrey,2003,2005,203.2,235,"July 24, 1979","University of Oklahoma, University of Notre Dame"
kellyry01,Ryan Kelly,2014,2017,210.82,230,"April 9, 1991",Duke University
lorthry01,Ryan Lorthridge,1995,1995,193.04,190,"July 27, 1972",Jackson State University
reidry01,Ryan Reid,2012,2012,203.2,232,"October 30, 1986",Florida State University
roberry01,Ryan Robertson,2000,2000,195.58,190,"October 2, 1976",University of Kansas
stackry01,Ryan Stack,1999,2000,210.82,215,"July 24, 1975",University of South Carolina
mejrisa01,Salah Mejri,2016,2019,218.44,235,"June 15, 1986",None
stoudsa01,Salim Stoudamire,2006,2008,185.42000000000002,179,"October 11, 1982",University of Arizona
bowiesa01,Sam Bowie,1985,1995,215.9,235,"March 17, 1961",University of Kentucky
cassesa01,Sam Cassell,1994,2008,190.5,185,"November 18, 1969",Florida State University
dekkesa01,Sam Dekker,2016,2019,205.74,230,"May 6, 1994",University of Wisconsin
jacobsa01,Sam Jacobson,1999,2001,193.04,215,"July 22, 1975",University of Minnesota
macksa01,Sam Mack,1993,2002,200.66,220,"May 26, 1970","Iowa State University, Tyler Junior College, University of Houston"
mitchsa01,Sam Mitchell,1990,2002,198.12,210,"September 2, 1963",Mercer University
perkisa01,Sam Perkins,1985,2001,205.74,235,"June 14, 1961",University of North Carolina
vincesa01,Sam Vincent,1986,1992,187.96,185,"May 18, 1963",Michigan State University
willisa02,Sam Williams,1982,1985,203.2,210,"March 7, 1959",Arizona State University
worthsa01,Sam Worthen,1981,1982,195.58,195,"January 17, 1958",Marquette University
youngsa01,Sam Young,2010,2013,198.12,220,"June 1, 1985",University of Pittsburgh
walkesa01,Samaki Walker,1997,2006,205.74,240,"February 25, 1976",University of Louisville
samuesa01,Samardo Samuels,2011,2013,205.74,260,"January 9, 1989",University of Louisville
dalemsa01,Samuel Dalembert,2002,2015,210.82,255,"May 10, 1981",Seton Hall University
jasiksa01,Sarunas Jasikevicius,2006,2007,193.04,195,"March 5, 1976",University of Maryland
marcisa01,Sarunas Marciulionis,1990,1997,195.58,200,"June 13, 1964",None
danilsa01,Sasha Danilovic,1996,1997,195.58,200,"February 26, 1970",None
kaunsa01,Sasha Kaun,2016,2016,210.82,260,"May 8, 1985",University of Kansas
pavloal01,Sasha Pavlovic,2004,2013,203.2,220,"November 15, 1983",None
vujacsa01,Sasha Vujacic,2005,2017,200.66,195,"March 8, 1984",None
mccrasc01,Scooter McCray,1984,1987,205.74,215,"February 8, 1960",University of Louisville
pollasc01,Scot Pollard,1998,2008,210.82,265,"February 12, 1975",University of Kansas
brooksc01,Scott Brooks,1989,1998,180.34,165,"July 31, 1965","Texas Christian University, University of California, Irvine"
burresc01,Scott Burrell,1994,2001,200.66,218,"January 12, 1971",University of Connecticut
haffnsc01,Scott Haffner,1990,1991,190.5,180,"February 2, 1966","University of Illinois at Urbana-Champaign, University of Evansville"
haskisc01,Scott Haskin,1994,1994,210.82,250,"September 19, 1970",Oregon State University
hastisc01,Scott Hastings,1983,1993,208.28,235,"June 3, 1960",University of Arkansas
machasc01,Scott Machado,2013,2019,185.42000000000002,205,"June 8, 1990",Iona College
meentsc01,Scott Meents,1990,1991,208.28,225,"January 4, 1964",University of Illinois at Urbana-Champaign
padgesc01,Scott Padgett,2000,2007,205.74,240,"April 19, 1976",University of Kentucky
rothsc01,Scott Roth,1988,1990,203.2,212,"June 3, 1963",University of Wisconsin
skilesc01,Scott Skiles,1987,1996,185.42000000000002,180,"March 5, 1964",Michigan State University
willisc01,Scott Williams,1991,2005,208.28,230,"March 21, 1968",University of North Carolina
pippesc01,Scottie Pippen,1988,2004,203.2,210,"September 25, 1965",University of Central Arkansas
hopsosc01,Scotty Hopson,2014,2018,200.66,204,"August 8, 1989",University of Tennessee
colsose01,Sean Colson,2001,2001,182.88,175,"July 1, 1975","University of Rhode Island, University of North Carolina at Charlotte"
elliose01,Sean Elliott,1990,2001,203.2,205,"February 2, 1968",University of Arizona
greense01,Sean Green,1992,1994,195.58,210,"February 2, 1970","North Carolina State University, Iona College"
higgise01,Sean Higgins,1991,1998,205.74,205,"December 30, 1968",University of Michigan
kilpase01,Sean Kilpatrick,2015,2018,193.04,210,"January 6, 1990",University of Cincinnati
lamplse01,Sean Lampley,2003,2004,200.66,227,"September 3, 1979",University of California
marksse01,Sean Marks,1999,2011,208.28,250,"August 23, 1975",University of California
mayse01,Sean May,2006,2010,205.74,266,"April 4, 1984",University of North Carolina
rooksse01,Sean Rooks,1993,2004,208.28,250,"September 9, 1969",University of Arizona
singlse01,Sean Singletary,2009,2009,182.88,185,"September 6, 1985",University of Virginia
willise01,Sean Williams,2008,2012,208.28,235,"September 13, 1986",Boston College
telfase01,Sebastian Telfair,2005,2015,182.88,165,"June 9, 1985",None
threase01,Sedale Threatt,1984,1997,187.96,175,"September 10, 1961",West Virginia University Institute of Technology
toneyse01,Sedric Toney,1986,1994,187.96,178,"April 13, 1962",University of Dayton
chrisse01,Semaj Christon,2017,2017,190.5,190,"November 1, 1992",Xavier University
ojelese01,Semi Ojeleye,2018,2019,200.66,241,"December 5, 1994",Southern Methodist University
erdense01,Semih Erden,2011,2012,213.36,240,"July 28, 1986",None
ibakase01,Serge Ibaka,2010,2019,208.28,235,"September 18, 1989",None
bazarse01,Sergei Bazarevich,1995,1995,187.96,168,"March 16, 1965",None
moniase01,Sergei Monia,2006,2006,203.2,220,"April 15, 1983",None
karasse01,Sergey Karasev,2014,2016,200.66,208,"October 26, 1993",None
rodrise01,Sergio Rodriguez,2007,2017,190.5,176,"June 12, 1986",None
curryse01,Seth Curry,2014,2019,187.96,185,"August 23, 1990","Liberty University, Duke University"
muhamsh01,Shabazz Muhammad,2014,2018,198.12,223,"November 13, 1992","University of California, Los Angeles"
napiesh01,Shabazz Napier,2015,2019,185.42000000000002,180,"July 14, 1991",University of Connecticut
gilgesh01,Shai Gilgeous-Alexander,2019,2019,198.12,181,"July 12, 1998",University of Kentucky
miltosh01,Shake Milton,2019,2019,198.12,207,"September 26, 1996",Southern Methodist University
willish01,Shammond Williams,1999,2007,185.42000000000002,201,"April 5, 1975",University of North Carolina
andersh01,Shandon Anderson,1997,2006,198.12,208,"December 31, 1973",University of Georgia
battish01,Shane Battier,2002,2014,203.2,220,"September 9, 1978",Duke University
edwarsh01,Shane Edwards,2014,2014,200.66,220,"May 31, 1987",University of Arkansas at Little Rock
healsh01,Shane Heal,1997,2004,182.88,180,"September 6, 1970",None
larkish01,Shane Larkin,2014,2018,180.34,175,"October 2, 1992",University of Miami
brownsh01,Shannon Brown,2007,2015,193.04,205,"November 29, 1985",Michigan State University
harrish01,Shaquille Harrison,2018,2019,193.04,190,"October 6, 1993",University of Tulsa
onealsh01,Shaquille O'Neal,1993,2011,215.9,325,"March 6, 1972",Louisiana State University
abdursh01,Shareef Abdur-Rahim,1997,2008,205.74,225,"December 11, 1976",University of California
wrighsh01,Sharone Wright,1995,1998,210.82,260,"January 30, 1973",Clemson University
fordsh02,Sharrod Ford,2006,2006,205.74,225,"January 9, 1982",Clemson University
livinsh01,Shaun Livingston,2005,2019,200.66,192,"September 11, 1985",None
randosh01,Shavlik Randolph,2006,2015,208.28,240,"November 24, 1983",Duke University
bradlsh01,Shawn Bradley,1994,2005,228.6,235,"March 22, 1972",Brigham Young University
kempsh01,Shawn Kemp,1990,2003,208.28,230,"November 26, 1969",Trinity Valley Community College
longsh01,Shawn Long,2017,2017,205.74,255,"January 29, 1993",University of Louisiana at Lafayette
mariosh01,Shawn Marion,2000,2015,200.66,220,"May 7, 1978","University of Nevada, Las Vegas"
respesh01,Shawn Respert,1996,1999,185.42000000000002,195,"February 6, 1972",Michigan State University
willish03,Shawne Williams,2007,2015,205.74,225,"February 16, 1986",University of Memphis
scottsh01,Shawnelle Scott,1997,2002,208.28,250,"June 16, 1972",St. John's University
whittsh01,Shayne Whittington,2015,2016,210.82,250,"March 27, 1991",Western Michigan University
sealssh01,Shea Seals,1998,1998,195.58,210,"August 26, 1975",University of Tulsa
willish02,Shelden Williams,2007,2012,205.74,250,"October 21, 1983",Duke University
mcclesh01,Sheldon Mac,2017,2017,195.58,200,"December 21, 1992",University of Miami
jonessh01,Shelton Jones,1989,1989,205.74,210,"April 6, 1966",St. John's University
macksh01,Shelvin Mack,2012,2019,190.5,203,"April 22, 1990",Butler University
fordsh01,Sherell Ford,1996,1996,200.66,210,"August 26, 1972",University of Illinois at Chicago
douglsh01,Sherman Douglas,1990,2001,182.88,180,"September 15, 1966",Syracuse University
collish01,Sherron Collins,2011,2011,180.34,205,"March 18, 1987",University of Kansas
greensi02,Sidney Green,1984,1993,205.74,220,"January 4, 1961","University of Nevada, Las Vegas"
lowesi01,Sidney Lowe,1984,1990,182.88,195,"January 21, 1960",North Carolina State University
bhullsi01,Sim Bhullar,2015,2015,226.06,360,"December 2, 1992",New Mexico State University
thornsi01,Sindarius Thornwell,2018,2019,195.58,215,"November 15, 1994",University of South Carolina
labissk01,Skal Labissiere,2017,2019,210.82,235,"March 18, 1996",University of Kentucky
henrysk01,Skeeter Henry,1994,1994,200.66,190,"December 8, 1967","Midland College, University of Oklahoma"
vranesl01,Slavko Vranes,2004,2004,226.06,275,"January 30, 1983",None
floydsl01,Sleepy Floyd,1983,1995,190.5,170,"March 6, 1960",Georgetown University
parkesm01,Smush Parker,2003,2008,193.04,190,"June 1, 1981",Fordham University
alabiso01,Solomon Alabi,2011,2012,215.9,251,"March 21, 1988",Florida State University
hillso01,Solomon Hill,2014,2019,200.66,225,"March 18, 1991",University of Arizona
jonesso01,Solomon Jones,2007,2014,208.28,230,"July 16, 1984",University of South Florida
weemsso01,Sonny Weems,2009,2016,198.12,205,"July 8, 1986",University of Arkansas
samakso01,Soumaila Samake,2001,2003,213.36,230,"March 18, 1978",None
claxtsp01,Speedy Claxton,2002,2009,180.34,166,"May 8, 1978",Hofstra University
dinwisp01,Spencer Dinwiddie,2015,2019,198.12,210,"April 6, 1993",University of Colorado
hawessp01,Spencer Hawes,2008,2017,215.9,245,"April 28, 1988",University of Washington
webbsp01,Spud Webb,1986,1998,167.64000000000001,133,"July 13, 1963","Midland College, North Carolina State University"
augmost01,Stacey Augmon,1992,2006,203.2,205,"August 1, 1968","University of Nevada, Las Vegas"
kingst01,Stacey King,1990,1997,210.82,230,"January 29, 1967",University of Oklahoma
kimbrst01,Stan Kimbrough,1990,1993,180.34,153,"April 24, 1966","University of Central Florida, Xavier University"
medvest01,Stanislav Medvedenko,2001,2007,208.28,250,"April 4, 1979",None
brundst01,Stanley Brundy,1990,1990,198.12,210,"November 13, 1967",DePaul University
jacksst01,Stanley Jackson,1994,1994,190.5,185,"October 10, 1970",University of Alabama at Birmingham
johnsst04,Stanley Johnson,2016,2019,200.66,245,"May 29, 1996",University of Arizona
roberst01,Stanley Roberts,1992,2000,213.36,285,"February 7, 1970",Louisiana State University
ruscost01,Stefano Rusconi,1996,1996,205.74,240,"October 2, 1968",None
johnsst02,Steffond Johnson,1987,1987,203.2,240,"November 4, 1962","Louisiana State University, San Diego State University"
lasmest01,Stephane Lasme,2008,2008,203.2,215,"December 17, 1982",University of Massachusetts Amherst
curryst01,Stephen Curry,2010,2019,190.5,190,"March 14, 1988",Davidson College
grahast01,Stephen Graham,2006,2011,198.12,215,"June 11, 1982","University of Central Florida, Oklahoma State University"
howarst01,Stephen Howard,1993,1998,205.74,225,"July 15, 1970",DePaul University
jacksst02,Stephen Jackson,2001,2014,203.2,218,"April 5, 1978",Butler County Community College
thompst01,Stephen Thompson,1992,1992,193.04,185,"December 2, 1968",Syracuse University
zimmest01,Stephen Zimmerman,2017,2017,213.36,240,"September 9, 1996","University of Nevada, Las Vegas"
marbust01,Stephon Marbury,1997,2009,187.96,180,"February 20, 1977",Georgia Institute of Technology
brownst02,Sterling Brown,2018,2019,198.12,232,"February 10, 1995",Southern Methodist University
alforst01,Steve Alford,1988,1991,187.96,183,"November 23, 1964",Indiana University
bardost01,Steve Bardo,1992,1996,195.58,190,"April 5, 1968",University of Illinois at Urbana-Champaign
blakest01,Steve Blake,2004,2016,190.5,172,"February 26, 1980",University of Maryland
bucknst01,Steve Bucknall,1990,1990,198.12,215,"March 17, 1966",University of North Carolina
burttst01,Steve Burtt,1985,1993,187.96,185,"November 5, 1962",Iona College
coltest01,Steve Colter,1985,1995,190.5,165,"July 24, 1962",New Mexico State University
francst01,Steve Francis,2000,2008,190.5,195,"February 21, 1977",University of Maryland
goodrst01,Steve Goodrich,2001,2002,208.28,220,"March 18, 1976",Princeton University
hamerst01,Steve Hamer,1997,1997,213.36,245,"November 13, 1973",University of Tennessee
harrist01,Steve Harris,1986,1990,195.58,195,"October 15, 1963",University of Tulsa
hayesst01,Steve Hayes,1982,1986,213.36,205,"August 2, 1955",Idaho State University
hensost01,Steve Henson,1991,1999,180.34,177,"February 2, 1968",Kansas State University
johnsst03,Steve Johnson,1982,1991,208.28,235,"November 3, 1957",Oregon State University
kerrst01,Steve Kerr,1989,2003,190.5,175,"September 27, 1965",University of Arizona
lingest01,Steve Lingenfelter,1983,1984,205.74,225,"June 10, 1958","University of Minnesota, South Dakota State University"
nashst01,Steve Nash,1997,2014,190.5,195,"February 7, 1974",Santa Clara University
novakst01,Steve Novak,2007,2017,208.28,225,"June 13, 1983",Marquette University
schefst01,Steve Scheffler,1991,1997,205.74,250,"September 3, 1967",Purdue University
smithst01,Steve Smith,1992,2005,200.66,200,"March 31, 1969",Michigan State University
stipast01,Steve Stipanovich,1984,1988,210.82,245,"November 17, 1960",University of Missouri
adamsst01,Steven Adams,2014,2019,213.36,265,"July 20, 1993",University of Pittsburgh
hillst01,Steven Hill,2009,2009,213.36,248,"November 14, 1985",University of Arkansas
huntest01,Steven Hunter,2002,2010,213.36,220,"October 31, 1981",DePaul University
smithst03,Steven Smith,2007,2007,203.2,235,"April 12, 1983",La Salle University
