Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year
31,SAC,Evers Burns,University of Maryland,1,23,143,56,30,9,.400,,.522,6.2,2.4,1.3,0.4,0.1,.020,-4.8,-0.1,1993
32,PHI,Alphonso Ford,Mississippi Valley State University,2,11,114,35,20,10,.308,.100,.500,10.4,3.2,1.8,0.9,-0.4,-.153,-9.9,-0.2,1993
33,DAL,Eric Riley,University of Michigan,5,186,1844,574,479,60,.456,.000,.704,9.9,3.1,2.6,0.3,2.5,.066,-3.0,-0.5,1993
34,GSW,Darnell Mee,Western Kentucky University,2,40,293,76,36,18,.312,.222,.444,7.3,1.9,0.9,0.5,-0.1,-.020,-3.6,-0.1,1993
35,MIA,Ed Stokes,University of Arizona,1,4,17,3,4,1,.333,,.500,4.3,0.8,1.0,0.3,0.0,-.077,-5.4,0.0,1993
36,NJN,John Best,Tennessee Technological University,,,,,,,,,,,,,,,,,,1993
37,LAL,Nick Van Exel,University of Cincinnati,13,880,28969,12658,2545,5777,.405,.357,.794,32.9,14.4,2.9,6.6,55.9,.093,-0.4,11.4,1993
38,WSB,Conrad McRae,Syracuse University,,,,,,,,,,,,,,,,,,1993
39,IND,Thomas Hill,Duke University,,,,,,,,,,,,,,,,,,1993
40,ATL,Rich Manning,University of Washington,2,55,512,182,94,10,.415,.400,.643,9.3,3.3,1.7,0.2,-0.3,-.028,-10.0,-1.0,1993
41,CHI,Anthony Reed,Tulane University,,,,,,,,,,,,,,,,,,1993
42,SEA,Adonis Jordan,University of Kansas,2,10,97,21,6,22,.296,.250,.500,9.7,2.1,0.6,2.2,0.0,-.015,-7.7,-0.1,1993
43,DEN,Josh Grant,University of Utah,1,53,382,157,89,24,.404,.279,.759,7.2,3.0,1.7,0.5,0.5,.060,-2.8,-0.1,1993
44,SAC,Alex Holcombe,Baylor University,,,,,,,,,,,,,,,,,,1993
45,UTA,Bryon Russell,"California State University, Long Beach",13,841,19805,6663,2914,1085,.431,.369,.750,23.5,7.9,3.5,1.3,47.4,.115,1.7,18.5,1993
46,HOU,Richard Petruska,"University of California, Los Angeles",1,22,92,53,31,1,.435,.467,.750,4.2,2.4,1.4,0.0,0.0,-.014,-10.8,-0.2,1993
47,SAS,Chris Whitney,Clemson University,11,579,10052,3738,815,1613,.395,.361,.875,17.4,6.5,1.4,2.8,21.2,.101,-1.2,2.0,1993
48,POR,Kevin Thompson,North Carolina State University,1,14,58,13,13,3,.429,.000,.500,4.1,0.9,0.9,0.2,0.0,-.016,-5.6,-0.1,1993
49,PHO,Mark Buford,Mississippi Valley State University,,,,,,,,,,,,,,,,,,1993
50,HOU,Marcelo Nicola,,,,,,,,,,,,,,,,,,,1993
51,IND,Spencer Dunkley,University of Delaware,,,,,,,,,,,,,,,,,,1993
52,SAC,Mike Peplowski,Michigan State University,3,68,705,194,176,26,.556,.000,.531,10.4,2.9,2.6,0.4,1.0,.067,-2.9,-0.2,1993
53,LAC,Leonard White,Southern University and A&M College,,,,,,,,,,,,,,,,,,1993
54,PHO,Byron Wilson,University of Utah,,,,,,,,,,,,,,,,,,1993
1,MIL,Glenn Robinson,Purdue University,11,688,25346,14234,4189,1879,.459,.340,.820,36.8,20.7,6.1,2.7,39.8,.075,-0.4,10.3,1994
2,DAL,Jason Kidd,University of California,19,1391,50111,17529,8725,12091,.400,.349,.785,36.0,12.6,6.3,8.7,138.6,.133,4.2,78.2,1994
3,DET,Grant Hill,Duke University,18,1026,34776,17137,6169,4252,.483,.314,.769,33.9,16.7,6.0,4.1,99.9,.138,2.8,42.5,1994
4,MIN,Donyell Marshall,University of Connecticut,15,957,25027,10716,6376,1305,.435,.350,.731,26.2,11.2,6.7,1.4,59.0,.113,1.0,19.1,1994
5,WSB,Juwan Howard,University of Michigan,19,1208,36654,16159,7428,2663,.469,.120,.764,30.3,13.4,6.1,2.2,59.4,.078,-0.9,10.1,1994
6,PHI,Sharone Wright,Clemson University,4,203,4531,1974,1023,118,.456,.083,.618,22.3,9.7,5.0,0.6,1.4,.015,-5.6,-4.1,1994
7,LAC,Lamond Murray,University of California,11,736,18477,8286,3033,978,.430,.360,.759,25.1,11.3,4.1,1.3,19.8,.052,-1.7,1.4,1994
8,SAC,Brian Grant,Xavier University,12,756,21417,7933,5622,923,.490,.214,.746,28.3,10.5,7.4,1.2,54.5,.122,-0.1,10.4,1994
9,BOS,Eric Montross,University of North Carolina,8,465,8479,2071,2159,207,.490,.000,.478,18.2,4.5,4.6,0.4,8.5,.048,-3.4,-3.0,1994
10,LAL,Eddie Jones,Temple University,14,954,32778,14155,3857,2812,.437,.373,.809,34.4,14.8,4.0,2.9,100.6,.147,3.5,45.1,1994
11,SEA,Carlos Rogers,Tennessee State University,8,298,5654,2196,1272,182,.536,.258,.562,19.0,7.4,4.3,0.6,11.1,.095,-1.8,0.2,1994
12,MIA,Khalid Reeves,University of Arizona,6,277,5837,2167,580,886,.416,.363,.744,21.1,7.8,2.1,3.2,8.4,.069,-1.6,0.6,1994
13,DEN,Jalen Rose,University of Michigan,13,923,27925,13220,3193,3527,.443,.355,.801,30.3,14.3,3.5,3.8,47.2,.081,-0.3,11.9,1994
14,NJN,Yinka Dare,George Washington University,4,110,1002,233,281,4,.396,,.570,9.1,2.1,2.6,0.0,-0.7,-.033,-9.8,-2.0,1994
15,IND,Eric Piatkowski,University of Nebraska,14,789,14613,5919,1716,778,.434,.399,.839,18.5,7.5,2.2,1.0,31.0,.102,-0.5,5.5,1994
16,GSW,Clifford Rozier,University of Louisville,4,173,2984,827,897,98,.496,.182,.465,17.2,4.8,5.2,0.6,3.9,.063,-2.1,-0.1,1994
17,POR,Aaron McKie,Temple University,13,793,19156,5871,2587,2126,.438,.350,.779,24.2,7.4,3.3,2.7,40.0,.100,0.7,12.9,1994
18,MIL,Eric Mobley,University of Pittsburgh,3,113,1570,440,351,57,.541,.750,.475,13.9,3.9,3.1,0.5,1.1,.034,-4.0,-0.8,1994
19,DAL,Tony Dumas,University of Missouri-Kansas City,4,156,2222,1140,198,186,.404,.327,.608,14.2,7.3,1.3,1.2,1.3,.027,-4.8,-1.6,1994
20,PHI,B.J. Tyler,University of Texas at Austin,1,55,809,195,62,174,.381,.314,.700,14.7,3.5,1.1,3.2,-0.7,-.039,-7.2,-1.1,1994
21,CHI,Dickey Simpkins,Providence College,7,327,5201,1388,1187,305,.440,.222,.618,15.9,4.2,3.6,0.9,4.7,.044,-3.8,-2.3,1994
22,SAS,Bill Curley,Boston College,5,147,1614,394,290,60,.444,.222,.743,11.0,2.7,2.0,0.4,1.6,.047,-3.6,-0.6,1994
23,PHO,Wesley Person,Auburn University,11,733,20727,8192,2402,1234,.457,.418,.778,28.3,11.2,3.3,1.7,44.0,.102,0.6,13.8,1994
24,NYK,Monty Williams,University of Notre Dame,9,456,7624,2884,1296,544,.481,.111,.665,16.7,6.3,2.8,1.2,11.4,.072,-1.8,0.5,1994
25,LAC,Greg Minor,University of Louisville,5,277,5144,1902,741,384,.478,.226,.767,18.6,6.9,2.7,1.4,8.2,.077,-2.2,-0.3,1994
26,NYK,Charlie Ward,Florida State University,11,630,14080,3947,1648,2539,.408,.364,.771,22.3,6.3,2.6,4.0,33.0,.113,1.8,13.3,1994
27,ORL,Brooks Thompson,Oklahoma State University,4,168,1714,760,158,281,.409,.376,.647,10.2,4.5,0.9,1.7,2.0,.057,-1.7,0.1,1994
28,DAL,Deon Thomas,University of Illinois at Urbana-Champaign,,,,,,,,,,,,,,,,,,1994
29,PHO,Antonio Lang,Duke University,6,143,1395,329,210,50,.455,.000,.719,9.8,2.3,1.5,0.3,1.7,.057,-2.8,-0.3,1994
30,MIN,Howard Eisley,Boston College,12,786,16013,5116,1324,2748,.407,.350,.827,20.4,6.5,1.7,3.5,19.5,.058,-2.2,-1.0,1994
31,ORL,Rodney Dent,University of Kentucky,,,,,,,,,,,,,,,,,,1994
32,WSB,Jim McIlvaine,Marquette University,7,401,5927,1072,1243,105,.446,.100,.551,14.8,2.7,3.1,0.3,9.4,.076,-0.1,2.8,1994
33,PHI,Derrick Alston,Duquesne University,3,139,2657,751,525,94,.489,.143,.487,19.1,5.4,3.8,0.7,2.6,.047,-2.1,-0.1,1994
34,ATL,Gaylon Nickerson,Northwestern Oklahoma State University,1,4,42,15,5,1,.333,.000,1.000,10.5,3.8,1.3,0.3,0.1,.076,-7.0,-0.1,1994
35,SAC,Michael Smith,Providence College,7,449,10552,2527,3193,661,.538,.143,.529,23.5,5.6,7.1,1.5,23.4,.107,1.3,8.7,1994
36,BOS,Andrei Fetisov,,,,,,,,,,,,,,,,,,,1994
37,SEA,Dontonio Wingfield,University of Cincinnati,4,114,1146,423,275,76,.389,.309,.721,10.1,3.7,2.4,0.7,1.8,.074,-1.4,0.2,1994
38,CHH,Darrin Hancock,University of Kansas,3,133,1395,467,169,89,.530,.333,.579,10.5,3.5,1.3,0.7,1.1,.038,-3.4,-0.5,1994
39,GSW,Anthony Miller,Michigan State University,8,181,1637,510,488,66,.510,.250,.576,9.0,2.8,2.7,0.4,3.8,.110,-2.4,-0.2,1994
40,MIA,Jeff Webster,University of Oklahoma,1,11,58,18,7,3,.348,.333,,5.3,1.6,0.6,0.3,0.0,-.030,-5.8,-0.1,1994
41,IND,William Njoku,,,,,,,,,,,,,,,,,,,1994
42,CLE,Gary Collier,University of Tulsa,,,,,,,,,,,,,,,,,,1994
43,POR,Shawnelle Scott,St. John's University,4,105,634,189,228,20,.464,,.465,6.0,1.8,2.2,0.2,1.3,.101,-3.1,-0.2,1994
44,IND,Damon Bailey,Indiana University,,,,,,,,,,,,,,,,,,1994
45,GSW,Dwayne Morton,University of Louisville,1,41,395,167,58,18,.388,.360,.682,9.6,4.1,1.4,0.4,0.2,.025,-5.1,-0.3,1994
46,MIL,Voshon Lenard,University of Minnesota,11,565,15349,6745,1609,1180,.415,.384,.787,27.2,11.9,2.8,2.1,29.6,.093,-0.3,6.7,1994
47,UTA,Jamie Watson,University of South Carolina,4,102,1248,323,149,117,.468,.316,.694,12.2,3.2,1.5,1.1,1.2,.045,-1.0,0.3,1994
48,DET,Jevon Crudup,University of Missouri,,,,,,,,,,,,,,,,,,1994
49,CHI,Kris Bruton,Benedict College,,,,,,,,,,,,,,,,,,1994
50,PHO,Charles Claxton,University of Georgia,1,3,7,2,2,0,.500,,.000,2.3,0.7,0.7,0.0,0.0,-.179,-11.1,0.0,1994
51,SAC,Lawrence Funderburke,Ohio State University,7,318,4726,2031,1142,183,.506,.118,.675,14.9,6.4,3.6,0.6,12.9,.131,-2.2,-0.2,1994
52,PHO,Anthony Goldwire,University of Houston,8,266,4951,1667,359,737,.407,.386,.792,18.6,6.3,1.3,2.8,6.4,.062,-3.3,-1.6,1994
53,HOU,Albert Burditt,University of Texas at Austin,,,,,,,,,,,,,,,,,,1994
54,SEA,Zeljko Rebraca,,5,215,3280,1276,688,88,.527,,.792,15.3,5.9,3.2,0.4,8.3,.121,-2.5,-0.4,1994
1,GSW,Joe Smith,University of Maryland,16,1030,27022,11208,6575,1010,.455,.238,.790,26.2,10.9,6.4,1.0,60.3,.107,-1.1,5.9,1995
2,LAC,Antonio McDyess,University of Alabama,15,1015,28053,12227,7638,1300,.497,.117,.670,27.6,12.0,7.5,1.3,69.8,.119,0.3,16.4,1995
3,PHI,Jerry Stackhouse,University of North Carolina,18,970,30222,16409,3067,3240,.409,.309,.822,31.2,16.9,3.2,3.3,52.4,.083,-0.3,12.8,1995
4,WSB,Rasheed Wallace,University of North Carolina,16,1109,36243,16006,7404,1994,.467,.336,.721,32.7,14.4,6.7,1.8,105.1,.139,2.1,37.5,1995
5,MIN,Kevin Garnett,,21,1462,50418,26071,14662,5445,.497,.275,.789,34.5,17.8,10.0,3.7,191.4,.182,5.4,94.0,1995
6,VAN,Bryant Reeves,Oklahoma State University,6,395,12071,4945,2745,623,.475,.074,.703,30.6,12.5,6.9,1.6,13.0,.052,-2.6,-1.8,1995
7,TOR,Damon Stoudamire,University of Arizona,13,878,29106,11763,3039,5371,.406,.357,.833,33.2,13.4,3.5,6.1,55.4,.091,0.1,15.4,1995
8,POR,Shawn Respert,Michigan State University,4,172,2350,851,226,177,.414,.340,.816,13.7,4.9,1.3,1.0,2.1,.043,-3.6,-0.9,1995
9,NJN,Ed O'Bannon,"University of California, Los Angeles",2,128,2062,634,316,102,.367,.222,.755,16.1,5.0,2.5,0.8,1.1,.025,-3.8,-1.0,1995
10,MIA,Kurt Thomas,Texas Christian University,18,1110,27160,8973,7328,1204,.486,.281,.760,24.5,8.1,6.6,1.1,64.2,.114,-0.1,13.2,1995
11,MIL,Gary Trent,Ohio University,9,506,9866,4366,2276,504,.501,.080,.643,19.5,8.6,4.5,1.0,23.2,.113,-1.3,1.7,1995
12,DAL,Cherokee Parks,Duke University,9,472,7459,2056,1703,265,.470,.211,.630,15.8,4.4,3.6,0.6,11.8,.076,-2.0,-0.1,1995
13,SAC,Corliss Williamson,University of Arkansas,12,822,18749,9147,3183,972,.490,.136,.714,22.8,11.1,3.9,1.2,34.7,.089,-2.4,-1.9,1995
14,BOS,Eric Williams,Providence College,12,658,15731,5642,2139,936,.415,.318,.736,23.9,8.6,3.3,1.4,23.2,.071,-2.4,-1.8,1995
15,DEN,Brent Barry,Oregon State University,14,912,23643,8488,2780,2892,.460,.405,.823,25.9,9.3,3.0,3.2,70.5,.143,2.6,27.2,1995
16,ATL,Alan Henderson,Indiana University,12,652,13780,5094,3249,397,.469,.192,.639,21.1,7.8,5.0,0.6,28.0,.097,-1.7,1.1,1995
17,CLE,Bob Sura,Florida State University,10,657,15597,5654,2240,2474,.414,.325,.689,23.7,8.6,3.4,3.8,28.3,.087,0.3,9.2,1995
18,DET,Theo Ratliff,University of Wyoming,16,810,20500,5809,4596,465,.496,.000,.710,25.3,7.2,5.7,0.6,47.9,.112,0.9,15.1,1995
19,DET,Randolph Childress,Wake Forest University,2,51,405,124,25,49,.328,.273,.800,7.9,2.4,0.5,1.0,-0.2,-.026,-6.4,-0.4,1995
20,CHI,Jason Caffey,University of Alabama,8,462,9045,3368,2022,420,.481,.000,.637,19.6,7.3,4.4,0.9,13.5,.072,-2.7,-1.6,1995
21,PHO,Michael Finley,University of Wisconsin,15,1103,37996,17306,4804,3245,.444,.375,.811,34.4,15.7,4.4,2.9,85.2,.108,1.0,29.2,1995
22,CHH,George Zidek,"University of California, Los Angeles",3,135,1328,453,286,32,.408,.250,.783,9.8,3.4,2.1,0.2,0.8,.029,-7.5,-1.9,1995
23,IND,Travis Best,Georgia Institute of Technology,10,708,15150,5376,1249,2444,.431,.345,.835,21.4,7.6,1.8,3.5,30.9,.098,-0.9,4.0,1995
24,DAL,Loren Meyer,Iowa State University,3,140,2044,645,480,77,.432,.348,.696,14.6,4.6,3.4,0.6,0.5,.012,-6.2,-2.2,1995
25,ORL,David Vaughn,University of Memphis,4,118,1156,341,361,36,.423,.000,.638,9.8,2.9,3.1,0.3,0.6,.026,-5.5,-1.0,1995
26,SEA,Sherell Ford,University of Illinois at Chicago,1,28,139,90,24,5,.375,.160,.765,5.0,3.2,0.9,0.2,0.4,.124,-4.9,-0.1,1995
27,PHO,Mario Bennett,Arizona State University,4,68,606,269,182,24,.534,.333,.511,8.9,4.0,2.7,0.4,1.9,.153,0.3,0.3,1995
28,UTA,Greg Ostertag,University of Kansas,11,756,14753,3512,4145,443,.486,.100,.569,19.5,4.6,5.5,0.6,33.8,.110,0.7,10.0,1995
29,SAS,Cory Alexander,University of Virginia,7,307,4847,1677,481,834,.389,.354,.756,15.8,5.5,1.6,2.7,3.0,.030,-2.2,-0.2,1995
30,DET,Lou Roe,University of Massachusetts Amherst,2,66,479,130,92,21,.333,.250,.647,7.3,2.0,1.4,0.3,0.0,-.001,-5.7,-0.5,1995
31,CHI,Dragan Tarlac,,1,43,598,103,122,31,.394,,.758,13.9,2.4,2.8,0.7,-0.2,-.016,-6.3,-0.7,1995
32,WSB,Terrence Rencher,University of Texas at Austin,1,36,405,106,44,54,.330,.310,.674,11.3,2.9,1.2,1.5,-0.2,-.021,-5.5,-0.4,1995
33,BOS,Junior Burrough,University of Virginia,1,61,495,189,109,15,.376,,.656,8.1,3.1,1.8,0.2,-0.2,-.018,-7.9,-0.7,1995
34,GSW,Andrew DeClercq,University of Florida,10,587,9847,2815,2488,339,.507,.000,.621,16.8,4.8,4.2,0.6,19.3,.094,-1.0,2.4,1995
35,TOR,Jimmy King,University of Michigan,2,64,890,285,112,90,.429,.147,.691,13.9,4.5,1.8,1.4,0.0,.001,-5.5,-0.8,1995
36,VAN,Lawrence Moten,Syracuse University,3,119,1814,747,181,182,.408,.299,.652,15.2,6.3,1.5,1.5,0.0,.001,-3.7,-0.8,1995
37,LAL,Frankie King,Western Carolina University,2,13,79,27,16,7,.357,.333,.750,6.1,2.1,1.2,0.5,0.0,.025,-4.2,0.0,1995
38,MIL,Rashard Griffith,University of Wisconsin,,,,,,,,,,,,,,,,,,1995
39,CLE,Donny Marshall,University of Connecticut,5,119,919,293,121,36,.321,.336,.681,7.7,2.5,1.0,0.3,0.9,.045,-4.7,-0.6,1995
40,GSW,Dwayne Whitfield,Jackson State University,1,8,122,40,25,2,.433,,.636,15.3,5.0,3.1,0.3,0.0,.010,-8.5,-0.2,1995
41,HOU,Erik Meek,Duke University,,,,,,,,,,,,,,,,,,1995
42,ATL,Donnie Boyce,University of Colorado,2,30,195,79,25,16,.349,.250,.500,6.5,2.6,0.8,0.5,-0.3,-.064,-5.6,-0.2,1995
43,MIL,Eric Snow,Michigan State University,13,846,23132,5791,2141,4245,.424,.208,.763,27.3,6.8,2.5,5.0,43.4,.090,-1.3,4.3,1995
44,DEN,Anthony Pelle,"California State University, Fresno",,,,,,,,,,,,,,,,,,1995
45,ATL,Troy Brown,Providence College,,,,,,,,,,,,,,,,,,1995
46,MIA,George Banks,University of Texas at El Paso,,,,,,,,,,,,,,,,,,1995
47,SAC,Tyus Edney,"University of California, Los Angeles",4,226,4743,1728,393,910,.405,.322,.806,21.0,7.6,1.7,4.0,6.8,.068,-2.7,-0.9,1995
48,MIN,Mark Davis,Texas Tech University,5,230,3681,1261,697,294,.442,.246,.655,16.0,5.5,3.0,1.3,2.3,.030,-1.7,0.3,1995
49,MIN,Jerome Allen,University of Pennsylvania,2,117,1305,336,123,201,.350,.317,.630,11.2,2.9,1.1,1.7,0.2,.006,-4.2,-0.7,1995
50,GSW,Martin Lewis,Seward County Community College,2,25,239,89,35,7,.473,.300,.593,9.6,3.6,1.4,0.3,0.1,.026,-5.8,-0.2,1995
51,SAC,Dejan Bodiroga,,,,,,,,,,,,,,,,,,,1995
52,IND,Fred Hoiberg,Iowa State University,10,541,9978,2944,1438,846,.431,.396,.854,18.4,5.4,2.7,1.6,27.6,.133,0.7,6.9,1995
53,LAC,Constantin Popa,University of Miami,,,,,,,,,,,,,,,,,,1995
54,SEA,Aurelijius Zukauskas,,,,,,,,,,,,,,,,,,,1995
55,GSW,Michael McDonald,University of New Orleans,1,1,4,0,1,0,,,,4.0,0.0,1.0,0.0,-0.1,-.638,-23.4,0.0,1995
56,PHO,Chris Carr,Southern Illinois University,6,297,4505,1988,658,294,.416,.338,.807,15.2,6.7,2.2,1.0,3.9,.042,-4.1,-2.4,1995
57,ATL,Cuonzo Martin,Purdue University,2,7,32,9,3,3,.250,.600,.000,4.6,1.3,0.4,0.4,-0.1,-.151,-8.6,-0.1,1995
58,DET,Don Reid,Georgetown University,8,403,5374,1454,1169,143,.530,.000,.658,13.3,3.6,2.9,0.4,13.7,.123,-0.2,2.4,1995
